match_id
3754153
3754202
3754321
3754346
3753975
3754316
3754119
3754054
3754254
3754187
3754044
3754169
3754207
3754144
3754250
3754181
3754239
3753973
3754033
3754152
3753988
3754327
3754340
3754158
3754140
3754040
3754304
3754184
3753974
3754149
3754323
3754027
3754147
3754089
3754188
3754308
3754160
3754341
3754080
3754156
3754015
3754171
3754161
3754148
3754116
3754241
3754305
3754008
3753995
3753985
3754225
3754121
3754196
3754073
3754252
3754258
3754070
3754217
3754004
3754041
3754296
3754212
3754281
3754259
3754189
3754061
3754006
3754098
3754103
3754132
3754333
3754104
3754133
3754282
3754029
3754273
3754012
3754272
3754123
3753997
3753981
3754159
3754324
3754168
3754026
3754302
3754069
3754042
3754075
3754194
3754172
3754221
3754052
3754122
3753987
3754175
3753986
3754112
3754206
3753979
3754306
3754201
3754062
3754088
3754289
3754014
3754155
3754234
3754303
3754325
3754000
3754284
3754095
3754197
3753982
3754166
3754329
3754256
3754220
3754186
3754163
3754083
3754141
3754227
3754035
3754208
3754216
3754310
3754082
3754127
3754154
3754021
3754199
3754124
3754222
3754344
3754313
3754025
3754177
3754050
3754093
3753994
3754087
3754117
3754285
3754176
3754183
3753976
3754211
3754229
3754130
3754307
3754043
3754347
3754164
3754213
3754146
3754330
3754002
3754102
3754094
3754253
3754351
3754228
3753980
3754248
3754242
3754039
3754348
3753989
3754219
3754125
3754028
3754349
3754271
3754315
3753998
3754005
3754275
3754135
3754010
3754231
3754019
3754262
3754300
3754134
3754072
3754200
3754298
3754009
3754100
3754034
3754013
3754136
3754334
3754111
3754224
3754101
3754319
3754084
3753993
3754192
3754260
3754086
3754291
3754240
3754170
3754137
3754292
3754056
3754092
3754129
3754190
3754180
3754076
3753984
3754268
3754203
3754247
3754142
3754338
3754238
3754074
3754263
3754276
3754017
3754090
3754077
3754287
3754182
3754063
3754048
3754001
3754106
3754294
3754011
3754055
3754030
3754280
3754299
3754317
3754195
3754185
3754096
3754114
3754126
3754058
3754255
3754165
3754151
3754066
3754210
3754057
3754167
3754251
3754335
3754295
3754343
3754178
3754218
3754283
3754265
3754051
3754024
3754205
3754264
3753978
3754290
3754157
3754032
3754245
3754107
3754162
3754293
3754068
3754085
3754350
3754071
3754064
3754037
3753972
3754049
3754128
3754139
3754003
3754193
3754038
3754311
3754249
3754320
3754215
3754233
3754108
3754331
3754237
3754143
3754059
3754079
3754120
3753992
3754243
3754267
3754078
3754105
3754337
3754257
3754279
3754097
3754020
3754016
3754236
3754332
3754023
3754131
3754060
3754045
3754339
3754286
3754277
3754226
3753990
3754047
3754301
3754081
3754326
3754046
3754235
3754274
3753983
3754007
3754031
3754318
3754036
3754214
3754145
3753999
3754209
3754091
3754336
3754022
3754173
3754261
3754053
3753977
3754204
3754198
3754266
3753996
3754174
3754270
3754232
3754150
3754297
3754345
3754278
3754342
3754109
3754099
3754065
3754269
3754138
3754118
3754230
3754288
3754312
3754328
3754314
3753991
3754179
3754018
3754244
3754223
3754113
3754309
3754067
3754246
3754191
3754115
3754322
3754110
